"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"햄버거","2K+","August 2, 2026 at 6:50:00 AM UTC+9","August 2, 2026 at 7:00:00 PM UTC+9","햄버거","https://trends.google.com/trends/explore?q=%ED%96%84%EB%B2%84%EA%B1%B0&geo=KR&hl=en-US"
"울산 대 안양","5K+","August 2, 2026 at 6:40:00 PM UTC+9","August 2, 2026 at 10:50:00 PM UTC+9","울산 대 안양","https://trends.google.com/trends/explore?q=%EC%9A%B8%EC%82%B0%20%EB%8C%80%20%EC%95%88%EC%96%91&geo=KR&hl=en-US"
"박근혜","1K+","August 3, 2026 at 2:40:00 PM UTC+9","August 3, 2026 at 9:10:00 PM UTC+9","박근혜","https://trends.google.com/trends/explore?q=%EB%B0%95%EA%B7%BC%ED%98%9C&geo=KR&hl=en-US"
"trực tiếp bóng đá hôm nay","500+","August 3, 2026 at 10:30:00 PM UTC+9","August 4, 2026 at 12:50:00 AM UTC+9","trực tiếp bóng đá hôm nay","https://trends.google.com/trends/explore?q=tr%E1%BB%B1c%20ti%E1%BA%BFp%20b%C3%B3ng%20%C4%91%C3%A1%20h%C3%B4m%20nay&geo=KR&hl=en-US"
"남궁민","1K+","August 3, 2026 at 8:30:00 PM UTC+9","August 3, 2026 at 10:50:00 PM UTC+9","남궁민","https://trends.google.com/trends/explore?q=%EB%82%A8%EA%B6%81%EB%AF%BC&geo=KR&hl=en-US"
"경제 성장","5K+","July 30, 2026 at 4:00:00 PM UTC+9","July 31, 2026 at 2:40:00 PM UTC+9","경제 성장,1인당 국민소득","https://trends.google.com/trends/explore?q=%EA%B2%BD%EC%A0%9C%20%EC%84%B1%EC%9E%A5&geo=KR&hl=en-US"
"트로트","2K+","July 31, 2026 at 4:10:00 PM UTC+9","August 1, 2026 at 1:30:00 PM UTC+9","트로트","https://trends.google.com/trends/explore?q=%ED%8A%B8%EB%A1%9C%ED%8A%B8&geo=KR&hl=en-US"
"뷔","10K+","July 28, 2026 at 10:20:00 PM UTC+9","July 29, 2026 at 4:30:00 PM UTC+9","뷔","https://trends.google.com/trends/explore?q=%EB%B7%94&geo=KR&hl=en-US"
"이지은","100+","August 4, 2026 at 6:30:00 AM UTC+9","August 4, 2026 at 9:20:00 AM UTC+9","이지은","https://trends.google.com/trends/explore?q=%EC%9D%B4%EC%A7%80%EC%9D%80&geo=KR&hl=en-US"
"무드릭","2K+","August 1, 2026 at 12:40:00 AM UTC+9","August 2, 2026 at 5:00:00 PM UTC+9","무드릭","https://trends.google.com/trends/explore?q=%EB%AC%B4%EB%93%9C%EB%A6%AD&geo=KR&hl=en-US"
"제주 대 인천","5K+","August 2, 2026 at 6:40:00 PM UTC+9","August 2, 2026 at 10:40:00 PM UTC+9","제주 대 인천,제주 대 화성","https://trends.google.com/trends/explore?q=%EC%A0%9C%EC%A3%BC%20%EB%8C%80%20%EC%9D%B8%EC%B2%9C&geo=KR&hl=en-US"
"이수현","2K+","July 31, 2026 at 9:30:00 AM UTC+9","August 1, 2026 at 2:40:00 PM UTC+9","이수현","https://trends.google.com/trends/explore?q=%EC%9D%B4%EC%88%98%ED%98%84&geo=KR&hl=en-US"
"알레스 페레이라","500+","August 3, 2026 at 2:00:00 PM UTC+9","August 4, 2026 at 9:20:00 AM UTC+9","알레스 페레이라","https://trends.google.com/trends/explore?q=%EC%95%8C%EB%A0%88%EC%8A%A4%20%ED%8E%98%EB%A0%88%EC%9D%B4%EB%9D%BC&geo=KR&hl=en-US"
"허재원","5K+","July 31, 2026 at 7:20:00 PM UTC+9","August 2, 2026 at 6:20:00 PM UTC+9","허재원,김민재","https://trends.google.com/trends/explore?q=%ED%97%88%EC%9E%AC%EC%9B%90&geo=KR&hl=en-US"
"그대에게 드림","10K+","July 31, 2026 at 6:10:00 AM UTC+9","July 31, 2026 at 5:30:00 PM UTC+9","그대에게 드림","https://trends.google.com/trends/explore?q=%EA%B7%B8%EB%8C%80%EC%97%90%EA%B2%8C%20%EB%93%9C%EB%A6%BC&geo=KR&hl=en-US"
"뉴스","20K+","July 30, 2026 at 7:00:00 PM UTC+9","July 31, 2026 at 7:50:00 AM UTC+9","뉴스","https://trends.google.com/trends/explore?q=%EB%89%B4%EC%8A%A4&geo=KR&hl=en-US"
"조혜련","10K+","July 28, 2026 at 11:00:00 AM UTC+9","July 29, 2026 at 10:40:00 AM UTC+9","조혜련","https://trends.google.com/trends/explore?q=%EC%A1%B0%ED%98%9C%EB%A0%A8&geo=KR&hl=en-US"
"조현병","2K+","August 3, 2026 at 7:30:00 AM UTC+9","August 3, 2026 at 2:10:00 PM UTC+9","조현병,어떻게 해야 했을까","https://trends.google.com/trends/explore?q=%EC%A1%B0%ED%98%84%EB%B3%91&geo=KR&hl=en-US"
"섭취","1K+","August 2, 2026 at 12:50:00 PM UTC+9","August 3, 2026 at 8:40:00 AM UTC+9","섭취","https://trends.google.com/trends/explore?q=%EC%84%AD%EC%B7%A8&geo=KR&hl=en-US"
"upcoming meteor showers","2K+","August 1, 2026 at 2:20:00 PM UTC+9","August 4, 2026 at 5:20:00 AM UTC+9","upcoming meteor showers","https://trends.google.com/trends/explore?q=upcoming%20meteor%20showers&geo=KR&hl=en-US"
"셰프","10K+","July 29, 2026 at 12:30:00 PM UTC+9","July 30, 2026 at 9:00:00 AM UTC+9","셰프,언더커버 셰프,언더 커버 셰프","https://trends.google.com/trends/explore?q=%EC%85%B0%ED%94%84&geo=KR&hl=en-US"
"한국고속철도","1K+","August 3, 2026 at 5:40:00 AM UTC+9","August 3, 2026 at 9:20:00 PM UTC+9","한국고속철도","https://trends.google.com/trends/explore?q=%ED%95%9C%EA%B5%AD%EA%B3%A0%EC%86%8D%EC%B2%A0%EB%8F%84&geo=KR&hl=en-US"
"계엄","5K+","July 29, 2026 at 2:50:00 PM UTC+9","July 31, 2026 at 6:30:00 AM UTC+9","계엄","https://trends.google.com/trends/explore?q=%EA%B3%84%EC%97%84&geo=KR&hl=en-US"
"도로교통법","5K+","July 29, 2026 at 8:10:00 PM UTC+9","July 30, 2026 at 6:00:00 PM UTC+9","도로교통법","https://trends.google.com/trends/explore?q=%EB%8F%84%EB%A1%9C%EA%B5%90%ED%86%B5%EB%B2%95&geo=KR&hl=en-US"
"재혼","10K+","July 28, 2026 at 3:30:00 PM UTC+9","July 29, 2026 at 5:50:00 PM UTC+9","재혼","https://trends.google.com/trends/explore?q=%EC%9E%AC%ED%98%BC&geo=KR&hl=en-US"
"대한민국 해양수산부","2K+","August 1, 2026 at 4:20:00 PM UTC+9","August 2, 2026 at 7:50:00 PM UTC+9","대한민국 해양수산부","https://trends.google.com/trends/explore?q=%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD%20%ED%95%B4%EC%96%91%EC%88%98%EC%82%B0%EB%B6%80&geo=KR&hl=en-US"
"코너 맥그리거","10K+","July 29, 2026 at 8:00:00 AM UTC+9","July 30, 2026 at 8:30:00 AM UTC+9","코너 맥그리거","https://trends.google.com/trends/explore?q=%EC%BD%94%EB%84%88%20%EB%A7%A5%EA%B7%B8%EB%A6%AC%EA%B1%B0&geo=KR&hl=en-US"
"rottach-egern 대 바이에른","5K+","July 31, 2026 at 1:30:00 AM UTC+9","July 31, 2026 at 2:40:00 PM UTC+9","rottach-egern 대 바이에른","https://trends.google.com/trends/explore?q=rottach-egern%20%EB%8C%80%20%EB%B0%94%EC%9D%B4%EC%97%90%EB%A5%B8&geo=KR&hl=en-US"
"양현종","2K+","July 31, 2026 at 8:10:00 PM UTC+9","August 1, 2026 at 9:30:00 PM UTC+9","양현종","https://trends.google.com/trends/explore?q=%EC%96%91%ED%98%84%EC%A2%85&geo=KR&hl=en-US"
"김태형","1K+","August 2, 2026 at 11:10:00 PM UTC+9","August 3, 2026 at 9:40:00 AM UTC+9","김태형","https://trends.google.com/trends/explore?q=%EA%B9%80%ED%83%9C%ED%98%95&geo=KR&hl=en-US"
"이경실","2K+","July 31, 2026 at 6:00:00 AM UTC+9","August 1, 2026 at 12:10:00 PM UTC+9","이경실","https://trends.google.com/trends/explore?q=%EC%9D%B4%EA%B2%BD%EC%8B%A4&geo=KR&hl=en-US"
"미확인비행체","5K+","July 30, 2026 at 8:20:00 PM UTC+9","July 31, 2026 at 3:20:00 PM UTC+9","미확인비행체,미확인 비행체,김해국제공항","https://trends.google.com/trends/explore?q=%EB%AF%B8%ED%99%95%EC%9D%B8%EB%B9%84%ED%96%89%EC%B2%B4&geo=KR&hl=en-US"
"사격","5K+","July 30, 2026 at 6:10:00 PM UTC+9","July 31, 2026 at 7:20:00 PM UTC+9","사격","https://trends.google.com/trends/explore?q=%EC%82%AC%EA%B2%A9&geo=KR&hl=en-US"
"임종훈","2K+","July 31, 2026 at 4:40:00 AM UTC+9","August 1, 2026 at 2:20:00 PM UTC+9","임종훈","https://trends.google.com/trends/explore?q=%EC%9E%84%EC%A2%85%ED%9B%88&geo=KR&hl=en-US"
"폭염","5K+","August 3, 2026 at 6:30:00 AM UTC+9","August 3, 2026 at 8:20:00 AM UTC+9","폭염,서울특별시","https://trends.google.com/trends/explore?q=%ED%8F%AD%EC%97%BC&geo=KR&hl=en-US"
"where to watch champions league","1K+","August 1, 2026 at 2:50:00 PM UTC+9","August 4, 2026 at 4:40:00 AM UTC+9","where to watch champions league","https://trends.google.com/trends/explore?q=where%20to%20watch%20champions%20league&geo=KR&hl=en-US"
"유산","2K+","August 2, 2026 at 12:10:00 AM UTC+9","August 2, 2026 at 1:20:00 PM UTC+9","유산","https://trends.google.com/trends/explore?q=%EC%9C%A0%EC%82%B0&geo=KR&hl=en-US"
"산불","10K+","July 28, 2026 at 6:30:00 PM UTC+9","July 29, 2026 at 10:40:00 AM UTC+9","산불","https://trends.google.com/trends/explore?q=%EC%82%B0%EB%B6%88&geo=KR&hl=en-US"
"간선 급행 버스 체계","2K+","July 30, 2026 at 11:50:00 PM UTC+9","August 1, 2026 at 5:50:00 PM UTC+9","간선 급행 버스 체계,간선급행버스체계","https://trends.google.com/trends/explore?q=%EA%B0%84%EC%84%A0%20%EA%B8%89%ED%96%89%20%EB%B2%84%EC%8A%A4%20%EC%B2%B4%EA%B3%84&geo=KR&hl=en-US"
"송혜교","5K+","July 31, 2026 at 8:30:00 PM UTC+9","August 1, 2026 at 9:40:00 AM UTC+9","송혜교","https://trends.google.com/trends/explore?q=%EC%86%A1%ED%98%9C%EA%B5%90&geo=KR&hl=en-US"
"재벌x형사","5K+","July 30, 2026 at 7:10:00 AM UTC+9","July 31, 2026 at 8:50:00 AM UTC+9","재벌x형사","https://trends.google.com/trends/explore?q=%EC%9E%AC%EB%B2%8Cx%ED%98%95%EC%82%AC&geo=KR&hl=en-US"
"시금치","2K+","August 1, 2026 at 11:50:00 PM UTC+9","August 2, 2026 at 12:30:00 PM UTC+9","시금치","https://trends.google.com/trends/explore?q=%EC%8B%9C%EA%B8%88%EC%B9%98&geo=KR&hl=en-US"
"김보라","100+","August 4, 2026 at 1:30:00 AM UTC+9","August 4, 2026 at 8:20:00 AM UTC+9","김보라","https://trends.google.com/trends/explore?q=%EA%B9%80%EB%B3%B4%EB%9D%BC&geo=KR&hl=en-US"
"이효리","2K+","August 3, 2026 at 5:50:00 AM UTC+9","August 3, 2026 at 8:20:00 AM UTC+9","이효리","https://trends.google.com/trends/explore?q=%EC%9D%B4%ED%9A%A8%EB%A6%AC&geo=KR&hl=en-US"
"한국대학신문","2K+","July 31, 2026 at 5:10:00 PM UTC+9","August 1, 2026 at 8:50:00 PM UTC+9","한국대학신문","https://trends.google.com/trends/explore?q=%ED%95%9C%EA%B5%AD%EB%8C%80%ED%95%99%EC%8B%A0%EB%AC%B8&geo=KR&hl=en-US"
"최준용","5K+","July 29, 2026 at 11:20:00 AM UTC+9","July 30, 2026 at 1:00:00 PM UTC+9","최준용","https://trends.google.com/trends/explore?q=%EC%B5%9C%EC%A4%80%EC%9A%A9&geo=KR&hl=en-US"
"나는 solo","20K+","July 28, 2026 at 11:00:00 PM UTC+9","July 29, 2026 at 10:50:00 AM UTC+9","나는 solo","https://trends.google.com/trends/explore?q=%EB%82%98%EB%8A%94%20solo&geo=KR&hl=en-US"
"월드컵","10K+","August 2, 2026 at 7:40:00 AM UTC+9","August 2, 2026 at 9:50:00 AM UTC+9","월드컵,인판티노","https://trends.google.com/trends/explore?q=%EC%9B%94%EB%93%9C%EC%BB%B5&geo=KR&hl=en-US"
"최영중","1K+","August 3, 2026 at 12:30:00 PM UTC+9","August 4, 2026 at 7:30:00 AM UTC+9","최영중","https://trends.google.com/trends/explore?q=%EC%B5%9C%EC%98%81%EC%A4%91&geo=KR&hl=en-US"
"조정식","10K+","July 28, 2026 at 1:10:00 PM UTC+9","July 30, 2026 at 8:50:00 AM UTC+9","조정식,개헌,대통령,대전일보,조정식 국회의장,이재명 연임","https://trends.google.com/trends/explore?q=%EC%A1%B0%EC%A0%95%EC%8B%9D&geo=KR&hl=en-US"
"제이쓴","2K+","July 31, 2026 at 10:20:00 PM UTC+9","August 1, 2026 at 12:00:00 PM UTC+9","제이쓴","https://trends.google.com/trends/explore?q=%EC%A0%9C%EC%9D%B4%EC%93%B4&geo=KR&hl=en-US"
"mls","5K+","August 2, 2026 at 8:40:00 AM UTC+9","August 2, 2026 at 1:00:00 PM UTC+9","mls,inter miami vs columbus,inter miami","https://trends.google.com/trends/explore?q=mls&geo=KR&hl=en-US"
"임신","2K+","August 1, 2026 at 7:50:00 AM UTC+9","August 1, 2026 at 8:10:00 PM UTC+9","임신","https://trends.google.com/trends/explore?q=%EC%9E%84%EC%8B%A0&geo=KR&hl=en-US"
"릴레이 경기","2K+","August 1, 2026 at 2:10:00 PM UTC+9","August 2, 2026 at 7:20:00 AM UTC+9","릴레이 경기,400m 계주","https://trends.google.com/trends/explore?q=%EB%A6%B4%EB%A0%88%EC%9D%B4%20%EA%B2%BD%EA%B8%B0&geo=KR&hl=en-US"
"장동민","1K+","August 2, 2026 at 5:10:00 AM UTC+9","August 3, 2026 at 8:10:00 AM UTC+9","장동민","https://trends.google.com/trends/explore?q=%EC%9E%A5%EB%8F%99%EB%AF%BC&geo=KR&hl=en-US"
"산불","10K+","July 30, 2026 at 8:10:00 PM UTC+9","July 31, 2026 at 9:20:00 AM UTC+9","산불","https://trends.google.com/trends/explore?q=%EC%82%B0%EB%B6%88&geo=KR&hl=en-US"
"world's tallest buildings","1K+","August 1, 2026 at 2:20:00 PM UTC+9","August 4, 2026 at 5:50:00 AM UTC+9","world's tallest buildings","https://trends.google.com/trends/explore?q=world%27s%20tallest%20buildings&geo=KR&hl=en-US"
"휴림로봇","2K+","July 31, 2026 at 6:00:00 PM UTC+9","August 1, 2026 at 7:50:00 PM UTC+9","휴림로봇","https://trends.google.com/trends/explore?q=%ED%9C%B4%EB%A6%BC%EB%A1%9C%EB%B4%87&geo=KR&hl=en-US"
"단기 임대","2K+","July 31, 2026 at 4:20:00 PM UTC+9","August 1, 2026 at 10:50:00 AM UTC+9","단기 임대","https://trends.google.com/trends/explore?q=%EB%8B%A8%EA%B8%B0%20%EC%9E%84%EB%8C%80&geo=KR&hl=en-US"
"spiderman brand new day","2K+","July 29, 2026 at 12:20:00 AM UTC+9","August 3, 2026 at 1:10:00 AM UTC+9","spiderman brand new day,spiderman","https://trends.google.com/trends/explore?q=spiderman%20brand%20new%20day&geo=KR&hl=en-US"
"주우재","2K+","July 31, 2026 at 10:00:00 PM UTC+9","August 2, 2026 at 4:20:00 PM UTC+9","주우재","https://trends.google.com/trends/explore?q=%EC%A3%BC%EC%9A%B0%EC%9E%AC&geo=KR&hl=en-US"
"암벽등반","1K+","August 2, 2026 at 3:20:00 PM UTC+9","August 3, 2026 at 7:10:00 PM UTC+9","암벽등반","https://trends.google.com/trends/explore?q=%EC%95%94%EB%B2%BD%EB%93%B1%EB%B0%98&geo=KR&hl=en-US"
"최영일","10K+","July 28, 2026 at 6:30:00 PM UTC+9","August 1, 2026 at 7:30:00 AM UTC+9","최영일,홍명보","https://trends.google.com/trends/explore?q=%EC%B5%9C%EC%98%81%EC%9D%BC&geo=KR&hl=en-US"
"dl이앤씨","2K+","July 30, 2026 at 3:20:00 PM UTC+9","August 2, 2026 at 8:30:00 AM UTC+9","dl이앤씨","https://trends.google.com/trends/explore?q=dl%EC%9D%B4%EC%95%A4%EC%94%A8&geo=KR&hl=en-US"
"차두리","1K+","August 3, 2026 at 9:40:00 AM UTC+9","August 3, 2026 at 2:30:00 PM UTC+9","차두리","https://trends.google.com/trends/explore?q=%EC%B0%A8%EB%91%90%EB%A6%AC&geo=KR&hl=en-US"
"what is a heat index","1K+","August 1, 2026 at 2:50:00 PM UTC+9","August 4, 2026 at 4:20:00 AM UTC+9","what is a heat index","https://trends.google.com/trends/explore?q=what%20is%20a%20heat%20index&geo=KR&hl=en-US"
"종합 부동산 세","5K+","August 2, 2026 at 4:40:00 PM UTC+9","August 2, 2026 at 7:50:00 PM UTC+9","종합 부동산 세","https://trends.google.com/trends/explore?q=%EC%A2%85%ED%95%A9%20%EB%B6%80%EB%8F%99%EC%82%B0%20%EC%84%B8&geo=KR&hl=en-US"
"군인","10K+","July 31, 2026 at 6:10:00 PM UTC+9","July 31, 2026 at 10:20:00 PM UTC+9","군인,육군","https://trends.google.com/trends/explore?q=%EA%B5%B0%EC%9D%B8&geo=KR&hl=en-US"
"휴머노이드 로봇","1K+","August 2, 2026 at 6:50:00 AM UTC+9","August 3, 2026 at 8:50:00 AM UTC+9","휴머노이드 로봇","https://trends.google.com/trends/explore?q=%ED%9C%B4%EB%A8%B8%EB%85%B8%EC%9D%B4%EB%93%9C%20%EB%A1%9C%EB%B4%87&geo=KR&hl=en-US"
"부산 대 fc 서울","10K+","July 29, 2026 at 6:20:00 PM UTC+9","July 30, 2026 at 9:10:00 AM UTC+9","부산 대 fc 서울,대한민국 fa컵,코리아컵,k리그,fc서울","https://trends.google.com/trends/explore?q=%EB%B6%80%EC%82%B0%20%EB%8C%80%20fc%20%EC%84%9C%EC%9A%B8&geo=KR&hl=en-US"
"변기","20K+","July 28, 2026 at 3:00:00 PM UTC+9","July 29, 2026 at 9:20:00 AM UTC+9","변기","https://trends.google.com/trends/explore?q=%EB%B3%80%EA%B8%B0&geo=KR&hl=en-US"
"파괴","10K+","July 29, 2026 at 12:20:00 PM UTC+9","July 30, 2026 at 3:00:00 PM UTC+9","파괴,전투기","https://trends.google.com/trends/explore?q=%ED%8C%8C%EA%B4%B4&geo=KR&hl=en-US"
"베트남 대 싱가포르","2K+","July 31, 2026 at 9:10:00 PM UTC+9","August 1, 2026 at 9:30:00 AM UTC+9","베트남 대 싱가포르,베트남 축구 국가대표팀","https://trends.google.com/trends/explore?q=%EB%B2%A0%ED%8A%B8%EB%82%A8%20%EB%8C%80%20%EC%8B%B1%EA%B0%80%ED%8F%AC%EB%A5%B4&geo=KR&hl=en-US"
"조명우","1K+","August 3, 2026 at 6:10:00 PM UTC+9","August 3, 2026 at 7:40:00 PM UTC+9","조명우","https://trends.google.com/trends/explore?q=%EC%A1%B0%EB%AA%85%EC%9A%B0&geo=KR&hl=en-US"
"레미콘","5K+","July 29, 2026 at 5:40:00 PM UTC+9","July 30, 2026 at 1:20:00 PM UTC+9","레미콘","https://trends.google.com/trends/explore?q=%EB%A0%88%EB%AF%B8%EC%BD%98&geo=KR&hl=en-US"
"경제","5K+","August 1, 2026 at 7:20:00 AM UTC+9","August 1, 2026 at 8:00:00 PM UTC+9","경제","https://trends.google.com/trends/explore?q=%EA%B2%BD%EC%A0%9C&geo=KR&hl=en-US"
"mortgage rates today","2K+","August 1, 2026 at 3:00:00 PM UTC+9","August 4, 2026 at 4:50:00 AM UTC+9","mortgage rates today","https://trends.google.com/trends/explore?q=mortgage%20rates%20today&geo=KR&hl=en-US"
"donald trump","1K+","August 1, 2026 at 3:00:00 PM UTC+9","August 4, 2026 at 5:10:00 AM UTC+9","donald trump","https://trends.google.com/trends/explore?q=donald%20trump&geo=KR&hl=en-US"
"전진우","100+","August 4, 2026 at 12:10:00 AM UTC+9","August 4, 2026 at 8:30:00 AM UTC+9","전진우","https://trends.google.com/trends/explore?q=%EC%A0%84%EC%A7%84%EC%9A%B0&geo=KR&hl=en-US"
"서인영","5K+","August 1, 2026 at 6:20:00 AM UTC+9","August 1, 2026 at 1:40:00 PM UTC+9","서인영","https://trends.google.com/trends/explore?q=%EC%84%9C%EC%9D%B8%EC%98%81&geo=KR&hl=en-US"
"농지","10K+","July 30, 2026 at 7:40:00 PM UTC+9","July 31, 2026 at 9:30:00 AM UTC+9","농지","https://trends.google.com/trends/explore?q=%EB%86%8D%EC%A7%80&geo=KR&hl=en-US"
"어머니","20K+","July 28, 2026 at 11:30:00 AM UTC+9","July 28, 2026 at 5:50:00 PM UTC+9","어머니","https://trends.google.com/trends/explore?q=%EC%96%B4%EB%A8%B8%EB%8B%88&geo=KR&hl=en-US"
"송강호","5K+","July 31, 2026 at 8:20:00 AM UTC+9","July 31, 2026 at 6:40:00 PM UTC+9","송강호","https://trends.google.com/trends/explore?q=%EC%86%A1%EA%B0%95%ED%98%B8&geo=KR&hl=en-US"
"키","5K+","July 30, 2026 at 5:10:00 AM UTC+9","July 31, 2026 at 11:10:00 PM UTC+9","키,키옥시아,키옥시아 실적발표,키옥시아 주가","https://trends.google.com/trends/explore?q=%ED%82%A4&geo=KR&hl=en-US"
"이상화","5K+","July 28, 2026 at 4:50:00 PM UTC+9","July 29, 2026 at 7:50:00 PM UTC+9","이상화","https://trends.google.com/trends/explore?q=%EC%9D%B4%EC%83%81%ED%99%94&geo=KR&hl=en-US"
"파라 타 항공","200+","August 3, 2026 at 6:20:00 PM UTC+9","August 4, 2026 at 9:10:00 AM UTC+9","파라 타 항공","https://trends.google.com/trends/explore?q=%ED%8C%8C%EB%9D%BC%20%ED%83%80%20%ED%95%AD%EA%B3%B5&geo=KR&hl=en-US"
"부부","20K+","July 28, 2026 at 5:40:00 PM UTC+9","July 29, 2026 at 7:00:00 AM UTC+9","부부","https://trends.google.com/trends/explore?q=%EB%B6%80%EB%B6%80&geo=KR&hl=en-US"
"양정원","5K+","July 31, 2026 at 10:50:00 AM UTC+9","August 1, 2026 at 8:00:00 AM UTC+9","양정원,고소","https://trends.google.com/trends/explore?q=%EC%96%91%EC%A0%95%EC%9B%90&geo=KR&hl=en-US"
"birmingham vs barcelona","2K+","August 1, 2026 at 3:20:00 AM UTC+9","August 1, 2026 at 6:10:00 PM UTC+9","birmingham vs barcelona","https://trends.google.com/trends/explore?q=birmingham%20vs%20barcelona&geo=KR&hl=en-US"
"차영현","5K+","July 29, 2026 at 11:50:00 PM UTC+9","July 30, 2026 at 8:20:00 PM UTC+9","차영현","https://trends.google.com/trends/explore?q=%EC%B0%A8%EC%98%81%ED%98%84&geo=KR&hl=en-US"
"인천해양경찰서","5K+","July 30, 2026 at 10:50:00 AM UTC+9","July 31, 2026 at 9:00:00 AM UTC+9","인천해양경찰서","https://trends.google.com/trends/explore?q=%EC%9D%B8%EC%B2%9C%ED%95%B4%EC%96%91%EA%B2%BD%EC%B0%B0%EC%84%9C&geo=KR&hl=en-US"
"기름","500+","August 3, 2026 at 12:30:00 PM UTC+9","August 3, 2026 at 4:30:00 PM UTC+9","기름","https://trends.google.com/trends/explore?q=%EA%B8%B0%EB%A6%84&geo=KR&hl=en-US"
"유학생","5K+","July 30, 2026 at 9:20:00 PM UTC+9","July 31, 2026 at 2:00:00 PM UTC+9","유학생","https://trends.google.com/trends/explore?q=%EC%9C%A0%ED%95%99%EC%83%9D&geo=KR&hl=en-US"
"항서제약","2K+","July 30, 2026 at 12:00:00 AM UTC+9","July 31, 2026 at 7:40:00 AM UTC+9","항서제약","https://trends.google.com/trends/explore?q=%ED%95%AD%EC%84%9C%EC%A0%9C%EC%95%BD&geo=KR&hl=en-US"
"김경문","1K+","August 3, 2026 at 5:50:00 AM UTC+9","August 3, 2026 at 9:30:00 AM UTC+9","김경문","https://trends.google.com/trends/explore?q=%EA%B9%80%EA%B2%BD%EB%AC%B8&geo=KR&hl=en-US"
"신현준","2K+","July 30, 2026 at 6:00:00 PM UTC+9","July 31, 2026 at 11:40:00 AM UTC+9","신현준","https://trends.google.com/trends/explore?q=%EC%8B%A0%ED%98%84%EC%A4%80&geo=KR&hl=en-US"
"오픈ai","100+","August 4, 2026 at 8:40:00 AM UTC+9","August 4, 2026 at 9:10:00 AM UTC+9","오픈ai","https://trends.google.com/trends/explore?q=%EC%98%A4%ED%94%88ai&geo=KR&hl=en-US"
"송도동","2K+","July 31, 2026 at 9:10:00 PM UTC+9","August 1, 2026 at 11:00:00 AM UTC+9","송도동","https://trends.google.com/trends/explore?q=%EC%86%A1%EB%8F%84%EB%8F%99&geo=KR&hl=en-US"
"청룡시리즈어워즈 2026","2K+","July 31, 2026 at 8:10:00 PM UTC+9","August 1, 2026 at 4:50:00 PM UTC+9","청룡시리즈어워즈 2026,백선호","https://trends.google.com/trends/explore?q=%EC%B2%AD%EB%A3%A1%EC%8B%9C%EB%A6%AC%EC%A6%88%EC%96%B4%EC%9B%8C%EC%A6%88%202026&geo=KR&hl=en-US"
"위성락","2K+","August 1, 2026 at 2:30:00 PM UTC+9","August 2, 2026 at 9:10:00 AM UTC+9","위성락,채널a","https://trends.google.com/trends/explore?q=%EC%9C%84%EC%84%B1%EB%9D%BD&geo=KR&hl=en-US"
"대전 대 광주","2K+","August 2, 2026 at 6:50:00 PM UTC+9","August 2, 2026 at 10:40:00 PM UTC+9","대전 대 광주","https://trends.google.com/trends/explore?q=%EB%8C%80%EC%A0%84%20%EB%8C%80%20%EA%B4%91%EC%A3%BC&geo=KR&hl=en-US"
